"Track";"Album Name";"Artist";"Release Date";"ISRC";"All Time Rank";"Track Score";"Spotify Streams";"Spotify Playlist Count";"Spotify Playlist Reach";"Spotify Popularity";"YouTube Views";"YouTube Likes";"TikTok Posts";"TikTok Likes";"TikTok Views";"YouTube Playlist Reach";"Apple Music Playlist Count";"AirPlay Spins";"SiriusXM Spins";"Deezer Playlist Count";"Deezer Playlist Reach";"Amazon Playlist Count";"Pandora Streams";"Pandora Track Stations";"Soundcloud Streams";"Shazam Counts";"Explicit Track"
"Counting Stars";"Native (Standard)";"OneRepublic";"2013-01-01";"USUM71301306";892;51.1;2466006842;343135;114346295;81;304524339;2956756;382991;382991;1245061983;149045425;198;237316;170;138;1401001;40;1394055006;1085579;0;118910;0
"Essence (feat. Tems)";"Essence (feat. Tems)";"Wizkid";"2020-10-28";"USRC12003059";893;51.0;242254880;85783;13563028;66;418190794;2892075;280027;280027;617402549;82045151;216;404288;561;21;229656;42;59766393;32203;15395153;4536227;0
"Get Into It (Yuh)";"Planet Her";"Doja Cat";"2021-06-25";"USRC12101535";895;51.0;603196133;97704;24305145;68;265715680;3742969;1300477;1300477;7709942104;125603487;55;228888;4500;17;198575;8;53920294;27170;0;2436551;1
"RAVE";"RAVE";"Dxrk ï¿½ï¿½ï¿½";"2022-03-18";"QM4TX2201027";894;51.0;415552038;104372;42500205;71;281772953;4299740;814700;814700;5435575162;31543598;32;282;0;6;129549;2;3358648;7092;0;2994271;0
"No Me Conoce";"No Me Conoce";"Jhay Cortez";"2019-02-22";"USUM71900979";896;51.0;49585127;9710;1428548;47;2147483647;6577485;12412;12412;20432637;315246980;3;1066;0;3;29899;20;15194156;3826;0;466976;0
"offline";"att.";"Young Miko";"2024-04-05";"QZXD92300025";900;50.9;109149345;8869;89312461;82;21230788;190160;0;0;0;1050568;41;2232;56;23;3065065;34;575037;201;0;267702;1
"TOPIA TWINS";"UTOPIA";"Travis Scott";"2023-07-28";"USSM12305013";898;50.9;196369387;70723;12274321;74;26280803;447983;47600;47600;141407787;3855807;14;89;2;6;67395;1;638202;1463;0;310132;1
"Always Remember Us This Way";"A Star Is Born Soundtrack";"Lady Gaga";"2018-10-05";"USUM71813195";901;50.9;1269760706;137601;32384233;76;824308720;4676578;1213771;1213771;573562180;1951219741;88;66461;4;55;606748;27;322220265;104680;612635;9755956;0
"Monotonï¿½";"Monotonï¿½";"Shakira";"2022-10-19";"USQX92204791";903;50.8;498744348;50326;35586221;67;306510173;4113572;0;0;38341;87435327;78;78919;0;49;782647;52;42356554;5230;0;913182;0
"Thought You Should Know";"Thought You Should Know";"Morgan Wallen";"2022-05-06";"USUG12202977";906;50.7;340227841;40523;6267614;73;137384524;667467;16626;16626;28018314;196339404;18;263301;32;1;71;13;215914717;34298;4421163;857184;1
"CAIRO";"CAIRO";"KAROL G";"2022-11-13";"USUM72220925";904;50.7;443093379;35995;21160001;72;273852759;1690512;625126;625126;600184949;11558006;58;52189;125;26;2263487;36;24842372;3643;1653982;1174788;1
"Cupido";"Cupido";"TINI";"2023-02-14";"USHR12245118";905;50.7;358240136;35751;23674275;70;216226939;844073;827378;827378;2253379250;20052884;42;33335;317;33;444294;77;243118;294;0;556867;0
"Sobrio";"Sobrio";"Maluma";"2021-07-08";"USSD12100322";908;50.6;600199930;66655;24281295;64;743954914;2817472;189200;189200;254681143;484483790;95;45992;66;26;1933432;59;41992168;9863;0;1823474;0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)";"METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)";"Metro Boomin";"2023-06-02";"USUM72308540";913;50.5;247682011;67166;13150883;72;81060467;925753;13500;13500;38882669;703035;51;3710;0;9;44406;5;665747;2700;0;1390039;0
"Praise The Lord (Da Shine) (feat. Skepta)";"TESTING";"A$AP Rocky";"2018-05-25";"USRC11800930";916;50.5;1244981489;295646;48300175;78;847656575;6337444;106923;106923;650317525;165012134;110;24;0;60;282248;29;29244476;21682;0;6227926;1
"Look Back At It";"Look Back At It";"A Boogie Wit da Hoodie";"2018-12-07";"USAT21812667";912;50.5;769061748;136145;21910460;73;233288549;2397744;202814;202814;250645860;39277808;49;91002;329;17;25856;15;164836824;131521;95216986;6255853;1
"End of Beginning";"DECIDE";"Djo";"2022-09-16";"GBKPL2205058";918;50.5;710784872;64517;191969474;90;44322144;594352;129300;129300;1027806256;58700775;149;94468;501;133;18315130;107;4025966;5291;0;3343993;0
"K-POP";"K-POP (Chopped & Screwed)";"Travis Scott";"2023-07-18";"USSM12305652";917;50.5;285481590;62715;24530922;68;40688228;817018;4427;4427;129035232;331318025;46;15660;347;39;587945;37;4832444;3721;0;808863;1
"favorite";"favorite - EP";"Isabel LaRosa";"2024-03-29";"USRC12400507";919;50.5;123802404;7364;40769771;82;21277734;440764;0;0;20879200;126759586;43;1815;0;45;394030;44;333441;463;0;1040640;0
"Tattoo";"Tattoo";"Rauw Alejandro";"2020-02-13";"QZHN21900087";922;50.4;341742937;53836;9757013;58;1281379386;7138308;2132748;2132748;650666266;171345507;45;11458;117;15;133918;45;6119993;4186;0;713534;0
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)";"So Fresh The Hits of Summer 2011 + The Best Of 2010";"Shakira";"2010-01-01";"USSM11001353";921;50.4;829352129;159324;36048887;61;2147483647;23606907;2250587;2250587;5938511405;269751922;109;22773;43;96;1215762;33;129133941;641400;542470;0;0
"LA RANGER (feat. Myke Towers)";"The Academy: Segunda Misiï¿½";"The Academy: Segunda Misiï¿½";"2024-03-28";"USWL12400690";920;50.4;79786203;8939;75931694;76;32616728;216834;0;0;0;13323878;29;4514;9;25;1896889;18;545735;194;0;236268;1
"no tears left to cry";"No Tears Left To Cry";"Ariana Grande";"2018-04-20";"USUM71805289";923;50.2;1331371819;100503;36840744;71;1426855223;11706422;698131;698131;219920452;1865455236;143;180151;280;68;735006;67;181267091;95346;0;6415036;0
"Upside Down";"Upside Down";"JVKE";"2020-08-18";"QM24S2008283";925;50.1;121391098;28044;6194695;54;19099476;465493;10318700;10318700;1710758827;517;24;1790;122;5;12865;2;2403391;3205;0;1184072;0
"Nosso Quadro";"AgroPlay Verï¿½ï¿½o V";"AgroPlay";"2023-02-02";"BCA6L2300010";926;50.1;423018422;23872;16779061;63;361813279;1727192;288613;288613;277692228;841498728;21;17320;0;31;6708107;12;0;0;0;609133;0
"APAGA EL CEL";"APAGA EL CEL - Single";"FloyyMenor";"2024-05-17";"QZMWW2484259";929;50.0;33245898;2343;69471936;78;15755338;203277;0;0;0;33968779;8;48;0;3;821777;17;18555;27;110406;171732;1
"Genda Phool (feat. Payal Dev)";"Genda Phool (feat. Payal Dev)";"Badshah";"2020-03-26";"INS172000876";930;50.0;86295058;7591;3058131;55;1022945729;6994273;5444473;5444473;1953198700;197996975;7;961;0;3;2467;7;519209;0;0;193040;0
"Pure Cocaine";"Street Gossip";"Lil Baby";"2018-11-30";"USUG11802285";928;50.0;652559944;170734;17463888;74;317320682;2195610;13434;13434;62837382;7241389;21;36;1;8;35919;6;133082789;60741;97169903;1456448;1
"Pretty Little Poison";"Pretty Little Poison - Single";"Warren Zeiders";"2023-03-17";"USWB12300190";932;49.9;142512477;23828;9380794;72;56277759;436896;100195;100195;109014578;727842762;14;202432;7;4;177002;18;71730881;10200;3516110;549127;0
"Corazï¿½ï¿½n Roto - R";"Corazï¿½ï¿½n Roto (Re";"Brray";"2023-04-07";"USUM72305202";931;49.9;203212015;36459;13719365;67;178302256;677453;827700;827700;359964365;362205003;27;12434;0;12;1842000;3;127732;684;0;836117;1
"Summer";"Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A";"Calvin Harris";"2014-01-01";"GBARL1400296";935;49.8;1497564072;255037;105180321;81;1989930606;8740440;1293032;1293032;1214191679;322680506;225;55500;119;170;1740585;36;332877611;236102;0;11380320;0
"You Are The Reason";"You Are The Reason";"Calum Scott";"2017-11-17";"USUM71710315";937;49.8;1042531612;119883;31204776;73;1425188874;10037251;1513635;1513635;1930209423;1629614639;70;18397;8;17;70256;8;292156274;102664;0;6610744;0
"Bad Liar";"Bad Liar";"Imagine Dragons";"2018-11-06";"USUM71816161";938;49.8;1056929910;134812;31112950;74;908433462;8291217;1429594;1429594;2058078137;1802807851;54;118378;37;31;384519;12;130853305;106853;0;11123506;0
"ROXANNE";"ROXANNE";"Arizona Zervas";"2019-10-10";"USSM11914320";939;49.7;1474968552;170595;31145335;68;473697535;5439167;1513097;1513097;4972391653;251187916;154;271106;583;78;626621;2;0;0;0;4556715;1
"Softly";"Making Memories";"Karan Aujla";"2023-08-18";"CAW112300244";941;49.6;150073848;12340;8409772;71;232389376;1637844;70200;70200;169068391;185360520;17;455;4;1;9696;20;46920;240;2691081;270472;0
"Tacones Rojos";"Tacones Rojos";"Sebastian Yatra";"2021-10-22";"USUM72119612";940;49.6;641756842;80542;23090494;68;558812868;2887216;328394;328394;855230861;387792262;78;438;875;40;686168;85;9553399;8482;723371;2934783;0
"Ride the Vibe";"Ride the Vibe";"NEXZ";"2024-05-20";"US5TA2400118";942;49.6;899456;147;2784044;46;31419384;139393;0;0;0;127867;2;31;0;1;5401;8;1012;2;0;8204;0
"family ties";"family ties - Single";"Baby Keem";"2021-08-27";"USSM12105949";945;49.5;786298066;204148;57623622;77;63403993;557514;55168;55168;532021210;764790;62;21505;354;20;174320;38;6412824;10269;0;1938598;1
"Perdonarte, ï¿½ï¿½Para Q";"Perdonarte, ï¿½ï¿½Para Q";"Los ï¿½ï¿½ngeles Az";"2024-05-23";"MX1722401778";943;49.5;19514243;1329;42180412;75;17545232;195611;0;0;0;16582955;16;1344;0;16;378750;10;181212;14;0;48790;0
"Whatever It Takes";"Whatever It Takes";"Imagine Dragons";"2017-05-09";"USUM71703515";944;49.5;1257258072;156442;33271283;76;1192880501;7815307;202700;202700;340416328;158079968;86;148594;260;37;367136;9;359252086;209287;0;12160416;0
"POP!";"IM NAYEON";"NAYEON";"2022-06-24";"US5TA2200041";946;49.4;296828933;25748;12535016;69;407776018;8669558;1937239;1937239;5178604164;240970840;18;3491;83;3;17624;26;1106839;2484;0;445036;0
"Lonely At The Top";"Work Of Art";"Asake";"2023-06-15";"USUYG1490059";947;49.4;84655991;13107;7678884;69;75076449;510479;1513241;1513241;382487197;72422815;36;11861;89;6;164069;26;779288;650;1367844;2361169;0
"ecstacy (slowed)";"ecstacy (slowed)";"SUICIDAL-IDOL";"2023-06-06";"QZK6F2330686";949;49.3;242661037;43999;9893510;74;51722759;783780;499500;499500;646143014;460974;5;0;948;1;9696;1;496607;1659;0;2552266;1
"Si Se Da";"Si Se Da";"Myke Towers";"2019-02-26";"QM4TX1920224";952;49.3;317223968;47247;7578697;54;1867482161;5147665;15153;15153;14034398;133593097;21;5622;9;6;74161;38;79260855;11001;0;1796737;1
"Holy (feat. Chance The Rapper)";"Holy";"Justin Bieber";"2020-09-18";"USUM72017013";950;49.3;787546548;110389;44478175;63;396861382;6241346;193594;193594;561056269;1394478465;178;399515;339;51;257512;54;85450020;45037;0;3589419;0
"No Role Modelz";"2014 Forest Hills Drive";"J. Cole";"2014-12-09";"USQX91402598";955;49.3;2235160830;403355;73668045;81;656310159;4852226;744556;744556;885273359;184893947;115;11860;61;41;370317;21;657042048;203470;0;5513979;1
"Symphony (feat. Zara Larsson)";"Symphony (feat. Zara Larsson)";"Clean Bandit";"2017-03-16";"GBAHS1700199";954;49.3;1456894713;141677;49274720;71;1523128022;9966382;707674;707674;386013926;1419194972;173;84752;17;82;706468;41;76856978;79418;18687841;9434537;0
"Rain On Me (with Ariana Grande)";"Rain On Me (with Ariana Grande)";"Lady Gaga";"2020-05-22";"USUM72004304";951;49.3;1060378159;104647;55948663;68;514581598;6465409;442243;442243;538854965;382160207;320;354978;438;143;2320730;105;62220803;71438;0;3888061;0
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)";"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)";"Chase & Status";"2023-07-27";"GBUM72306881";953;49.3;118804209;57036;35240391;71;16072797;207183;0;0;0;125042;29;6016;0;14;2609137;34;154435;495;6256341;908754;0
"10:35";"10:35";"Tiï¿½ï¿";"2022-11-03";"CYA112001130";958;49.2;539802784;82093;99413749;74;94379586;652780;11473;11473;119710596;487764676;187;60512;265;80;1747753;64;43487605;7144;0;2064142;0
"One Right Now (with The Weeknd)";"One Right Now";"Post Malone";"2021-11-05";"USUM72120404";963;49.2;631789333;99512;27179361;65;182180447;1908939;30141;30141;181078488;954672882;89;255213;1005;25;858001;34;103350630;11558;0;2041348;1
"A Thousand Years";"A Thousand Years";"Christina Perri";"2011-10-18";"USAT21102141";964;49.2;1654956613;177834;80060384;77;2147483647;19870174;4479720;4479720;8594414469;1579447076;94;88803;66;66;114244;46;0;0;68;15974659;0
"Secreto";"Secreto";"Anuel AA";"2019-01-15";"USXDR1900020";957;49.2;759388276;68502;18835572;65;1595484197;8161642;609042;609042;543804719;306014364;40;159;15;43;358784;21;147935567;36380;3064688;1317266;0
"Toda Remix - Remix";"Toda (Remix)";"Alex Rose";"2018-06-01";"QM4TX1838235";959;49.2;482021697;68578;13363939;66;1965829285;5786525;696400;696400;289741256;30691906;25;2857;0;5;41009;14;67068115;20616;0;2148531;1
"I Hate U";"I Hate U - Single";"SZA";"2021-12-03";"USRC12103605";956;49.2;456871037;71261;34724014;66;142820854;1393679;877769;877769;1676387442;85726782;105;136784;1324;29;699151;19;92133806;29242;15212609;1854776;1
"Better Now";"beerbongs & bentleys";"Post Malone";"2018-04-27";"USUM71805170";962;49.2;1953403531;239092;47844195;74;48443287;734538;104133;104133;97061584;0;144;350458;203;59;582382;79;467402120;251025;0;8827325;1
"Call Me Maybe";"Kiss";"Carly Rae Jepsen";"2012-01-01";"CAB391100615";960;49.2;1394048309;211162;114187117;77;2007334200;12223928;418014;418014;367016981;1811023591;222;200327;967;145;1939414;88;401427022;1189600;0;14252942;0
"Pobre Corazï¿½";"Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si";"Ke Personajes";"2023-03-02";"QZN882353309";965;49.2;187127704;18938;5235073;65;425484500;857540;8176;8176;30085568;188119455;8;5686;0;5;349806;7;0;0;0;432240;0
"Piece Of Your Heart";"Piece Of Your Heart";"MEDUZA";"2019-02-01";"DEUM71807719";966;49.2;995452298;188608;44047615;65;464369299;4586152;742947;742947;1282810923;34091844;255;171176;196;166;2039570;43;46973428;14833;26135531;14464887;0
"Ram Pam Pam";"Ram Pam Pam";"NATTI NATASHA";"2021-04-20";"USB272100106";968;49.1;257167813;38896;13810240;55;794011391;4280865;1887815;1887815;2167134347;350033186;69;28737;176;20;116868;35;24761052;5667;0;1621368;1
"No Se Va";"No Se Va (En Vivo) - EP";"Grupo Frontera";"2022-04-28";"QZHN72212529";973;49.0;582023797;48881;17367502;70;293059162;1383526;1100596;1100596;805988782;40039;26;18750;222;6;53465;16;84722896;25730;192143;1946266;0
"LA PEOPLE II";"LA PEOPLE II";"Peso Pluma";"2024-03-21";"QM4TX2458976";978;48.9;123243341;5069;34480158;79;53762979;472820;0;0;3100000;0;13;8;0;4;1081795;14;2185039;1024;0;121403;1
"Your Love (9PM)";"Your Love (9PM)";"ATB";"2021-01-15";"DECE72003523";976;48.9;721002104;146298;62920572;71;118729044;952700;25400;25400;81735548;153714110;201;361427;220;115;2519598;27;24235804;2394;5026745;7799522;0
"HEAT STICK";"HEAT STICK";"Shoreline Mafia";"2024-05-10";"USAT22402903";979;48.8;20538101;3675;33607850;74;3575151;101311;0;0;108700;381728;23;370;5;5;38916;7;1637484;359;1415426;75399;1
"Photograph";"x (Wembley Edition)";"Ed Sheeran";"2013-01-01";"GBAHS1400094";980;48.8;2525355904;208671;121163411;77;1884843329;9916244;1459274;1459274;4406781129;1706776803;249;89818;80;234;603824;54;450907868;190210;35594470;17163765;0
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)";"1, 2, 3 (feat. Jason Derulo & De La Ghetto)";"Sofï¿½ï¿½a R";"2018-02-16";"USWL11700238";983;48.7;667508675;78737;29292148;61;1001147152;7847053;7162351;7162351;8778203835;433920815;97;36727;152;63;323404;41;12798124;11917;0;8994016;0
"Until I Found You (with Em Beihold) - Em Beihold Version";"Until I Found You (Em Beihold Version)";"Stephen Sanchez";"2022-04-22";"USUG12202266";986;48.6;1020452066;108274;75934462;79;114404861;1372385;228100;228100;1013000586;995903;45;74239;0;27;250765;5;1435373;6073;3198903;0;0
"Wants and Needs (feat. Lil Baby)";"Scary Hours 2";"Drake";"2021-03-05";"USUG12101042";985;48.6;793287638;225513;37094631;71;104966782;872923;36542;36542;319496635;783169;130;18714;82;21;693216;18;57284328;23173;0;2221501;1
"Coco Chanel";"3MEN2 KBRN";"Eladio Carrion";"2023-03-17";"QM4TX2344391";988;48.4;459282058;67717;32043186;72;100210832;673502;49000;49000;147682062;1805292;46;24347;102;13;242670;17;9497644;3142;0;742228;1
"At My Worst";"The Prelude";"Pink Sweat$";"2020-07-17";"USAT22003823";991;48.3;670245273;83819;24550707;64;537033479;4862491;3893052;3893052;1736930175;10765679;58;32924;388;17;104909;8;1187501;3010;0;2977114;0
"Go Down Deh (feat. Shaggy and Sean Paul)";"Go Down Deh (feat. Shaggy and Sean Paul)";"Spice";"2021-04-30";"USVPR2100046";993;48.2;218431985;56998;7122424;61;336505073;3901948;3595260;3595260;4731467896;11491467;24;20192;98;10;193061;14;12362903;6285;2388111;6024636;0
"Miles On It";"Miles on It";"Marshmello";"2024-05-03";"QZZVQ2400059";992;48.2;41924126;3794;124369916;79;4219901;103922;0;0;0;237146592;87;4032;33;51;8224597;91;9227545;2729;239024;189286;0
"PICK UP THE PHONE (feat. Nate Dogg)";"PICK UP THE PHONE (feat. Nate Dogg)";"PAWSA";"2024-05-31";"GBCEN2400112";995;48.1;2284977;1425;11819359;22;186215;4951;0;0;0;0;13;243;0;16;206878;24;0;0;1035215;44984;1
"Tomorrow 2 (with Cardi B)";"Tomorrow 2 (with Cardi B)";"GloRilla";"2022-09-23";"USUM72217666";996;48.1;157806193;27840;14490602;64;216925153;1357039;264839;264839;507673872;175345907;41;221878;172;6;22426;60;54650583;33003;0;1089768;1
"Se Preparï¿";"Se Preparï¿";"Ozuna";"2017-08-10";"USXDR1700552";997;48.1;846909112;81897;37257314;73;2003507626;8554387;357129;357129;259122341;265630619;50;11560;115;18;197244;32;202338087;58208;0;2526044;0
"Lost on You";"Lost On You";"LP";"2016-03-24";"QMRSZ1501406";998;48.1;837042727;127522;22902207;70;2147483647;13313083;87300;87300;239446479;220914117;80;80796;0;105;511599;13;4454935;23901;0;16431621;0
"Leï¿½";"Leï¿½ï¿½o - Si";"Marï¿½ï¿½lia Mendo";"2022-12-08";"BRWNV2200185";999;48.0;415752953;20588;32327663;66;423072409;2136310;318300;318300;754580262;1139343976;26;8809;0;55;7373693;13;14151;29;0;280389;0
